Aircraft.damage,Make,Model,Total.Fatal.Injuries,Total.Serious.Injuries,Weather.Condition,Broad.phase.of.flight,Publication.Date,is_destroyed
Substantial,CESSNA,152,0.0,0.0,VMC,Landing,1983-07-21,False
Substantial,BEECH,B19,0.0,0.0,VMC,Landing,1983-07-21,False
Substantial,PITTS,S2S,0.0,0.0,VMC,Landing,1983-07-21,False
Substantial,CESSNA,150,0.0,0.0,VMC,Climb,1983-07-21,False
Destroyed,CESSNA,A152,6.0,0.0,VMC,Cruise,1983-07-22,True
Destroyed,CESSNA,172,6.0,0.0,VMC,Cruise,1983-07-22,True
Destroyed,PIPER,28-140,1.0,1.0,VMC,Takeoff,1983-07-22,True
Destroyed,PIPER,PA-28-180,2.0,0.0,VMC,Descent,1983-07-22,True
Substantial,CESSNA,A150L,0.0,2.0,VMC,Maneuvering,1983-07-22,False
Substantial,CESSNA,210K,0.0,0.0,VMC,Landing,1983-07-22,False
Substantial,AMERICAN,AA5B,0.0,0.0,VMC,Takeoff,1983-07-22,False
Substantial,PIPER,PA-22,0.0,0.0,VMC,Takeoff,1983-07-22,False
Substantial,CESSNA,150M,0.0,0.0,UNK,Landing,1983-07-22,False
Substantial,CESSNA,188B,0.0,0.0,VMC,Landing,1983-07-22,False
Substantial,CESSNA,A188B,0.0,0.0,VMC,Takeoff,1983-07-22,False
Minor,PIPER,PA-38-112,0.0,0.0,VMC,Taxi,1983-07-23,False
Destroyed,CESSNA,150H,0.0,0.0,VMC,Takeoff,1983-07-23,True
Destroyed,PIPER,PA-601P,2.0,0.0,VMC,Cruise,1983-07-23,True
Destroyed,PIPER,PA-38,0.0,0.0,VMC,Takeoff,1983-07-23,True
Substantial,CESSNA,188,0.0,1.0,VMC,Maneuvering,1983-07-23,False
Substantial,ROBINSON,R22,0.0,0.0,VMC,Maneuvering,1983-07-23,False
Substantial,CESSNA,206G,0.0,0.0,VMC,Landing,1983-07-23,False
Substantial,CESSNA,172N,0.0,0.0,VMC,Approach,1983-07-23,False
Substantial,BELL,UH-1B,3.0,0.0,VMC,Maneuvering,1983-07-23,False
Substantial,CESSNA,T188C,0.0,0.0,VMC,Cruise,1983-07-23,False
Destroyed,PIPER,24-140,3.0,0.0,VMC,Maneuvering,1983-07-24,True
Destroyed,CESSNA,A185F,4.0,0.0,VMC,Cruise,1983-07-24,True
Destroyed,BEECH,S35,2.0,0.0,VMC,Takeoff,1983-07-24,True
